DateTime,Open,High,Low,Close
02/25/2025 18:00:00,6144.00,6149.75,6142.00,6146.75
02/25/2025 19:00:00,6146.50,6149.75,6143.50,6149.75
02/25/2025 20:00:00,6149.75,6150.00,6140.75,6142.75
02/25/2025 21:00:00,6142.50,6148.25,6138.75,6147.75
02/25/2025 22:00:00,6147.75,6154.00,6146.75,6149.50
02/25/2025 23:00:00,6149.50,6152.00,6148.25,6151.50
02/26/2025 00:00:00,6151.75,6155.75,6151.50,6155.25
02/26/2025 01:00:00,6155.25,6156.00,6152.00,6154.25
02/26/2025 02:00:00,6154.25,6157.00,6151.50,6154.25
02/26/2025 03:00:00,6154.25,6157.25,6150.75,6157.00
02/26/2025 04:00:00,6156.75,6163.25,6155.75,6158.75
02/26/2025 05:00:00,6159.00,6162.75,6157.25,6161.50
02/26/2025 06:00:00,6161.50,6164.25,6154.00,6157.00
02/26/2025 07:00:00,6156.75,6160.75,6151.75,6157.00
02/26/2025 08:00:00,6157.00,6165.25,6150.00,6154.00
02/26/2025 09:00:00,6153.75,6166.50,6139.25,6165.75
02/26/2025 10:00:00,6165.75,6181.50,6161.00,6177.50
02/26/2025 11:00:00,6177.75,6184.75,6167.00,6168.75
02/26/2025 12:00:00,6169.00,6182.75,6139.50,6144.50
02/26/2025 13:00:00,6144.75,6147.25,6109.50,6113.75
02/26/2025 14:00:00,6113.75,6134.75,6106.50,6115.75
02/26/2025 15:00:00,6116.00,6141.50,6112.50,6133.00
02/26/2025 16:00:00,6133.00,6158.50,6111.75,6151.25
02/26/2025 18:00:00,6142.50,6145.00,6126.75,6139.25
02/26/2025 19:00:00,6139.25,6143.00,6124.25,6125.25
02/26/2025 20:00:00,6125.75,6135.00,6121.75,6131.25
02/26/2025 21:00:00,6131.50,6142.75,6129.50,6136.50
02/26/2025 22:00:00,6136.50,6141.00,6134.00,6134.25
02/26/2025 23:00:00,6134.25,6135.75,6131.25,6135.50
02/27/2025 00:00:00,6135.75,6155.00,6134.00,6151.00
02/27/2025 01:00:00,6151.00,6157.50,6150.25,6154.75
02/27/2025 02:00:00,6154.75,6163.75,6153.75,6155.25
02/27/2025 03:00:00,6155.50,6166.50,6151.00,6165.00
02/27/2025 04:00:00,6164.75,6168.00,6158.25,6166.25
02/27/2025 05:00:00,6166.25,6169.50,6162.25,6165.75
02/27/2025 06:00:00,6166.00,6172.00,6165.25,6171.75
02/27/2025 07:00:00,6171.75,6175.50,6166.50,6167.75
02/27/2025 08:00:00,6167.75,6170.75,6138.75,6147.00
02/27/2025 09:00:00,6147.00,6168.00,6109.00,6111.75
02/27/2025 10:00:00,6112.00,6152.75,6092.25,6122.25
02/27/2025 11:00:00,6122.25,6150.00,6110.00,6112.00
02/27/2025 12:00:00,6112.00,6132.25,6101.00,6121.75
02/27/2025 13:00:00,6121.75,6139.25,6120.25,6124.50
02/27/2025 14:00:00,6124.50,6126.00,6069.75,6079.75
02/27/2025 15:00:00,6080.00,6080.75,6033.75,6038.75
02/27/2025 16:00:00,6038.75,6048.25,6034.75,6042.25
02/27/2025 17:00:00,6042.25,6042.25,6042.25,6042.25
02/27/2025 18:00:00,6046.00,6051.00,6043.50,6048.50
02/27/2025 19:00:00,6048.50,6050.75,6036.00,6036.25
02/27/2025 20:00:00,6036.25,6047.00,6020.50,6038.25
02/27/2025 21:00:00,6038.50,6043.50,6027.75,6031.25
02/27/2025 22:00:00,6031.50,6033.75,6019.75,6027.25
02/27/2025 23:00:00,6027.50,6044.25,6024.25,6040.25
02/28/2025 00:00:00,6040.00,6045.00,6038.00,6040.75
02/28/2025 01:00:00,6041.00,6046.50,6035.25,6036.75
02/28/2025 02:00:00,6036.75,6047.00,6030.50,6045.25
02/28/2025 03:00:00,6045.25,6055.00,6042.75,6053.50
02/28/2025 04:00:00,6053.50,6058.25,6049.00,6053.75
02/28/2025 05:00:00,6053.75,6060.00,6052.00,6056.00
02/28/2025 06:00:00,6056.00,6061.50,6055.00,6057.75
02/28/2025 07:00:00,6057.75,6058.00,6045.00,6051.75
02/28/2025 08:00:00,6051.50,6060.50,6042.25,6047.75
02/28/2025 09:00:00,6047.75,6053.50,6018.00,6045.00
02/28/2025 10:00:00,6045.25,6074.00,6037.00,6073.50
02/28/2025 11:00:00,6073.50,6075.25,6042.75,6058.25
02/28/2025 12:00:00,6058.25,6068.00,6020.50,6021.50
02/28/2025 13:00:00,6021.25,6050.00,6008.75,6020.75
02/28/2025 14:00:00,6020.50,6067.50,6019.75,6065.50
02/28/2025 15:00:00,6065.50,6132.25,6061.25,6124.50
02/28/2025 16:00:00,6124.75,6126.75,6114.75,6118.75
02/28/2025 17:00:00,6118.75,6118.75,6118.75,6118.75
02/28/2025 18:00:00,6118.75,6118.75,6118.75,6118.75
03/02/2025 12:00:00,6118.75,6118.75,6118.75,6118.75
03/02/2025 18:00:00,6128.50,6145.50,6125.75,6135.25
03/02/2025 19:00:00,6135.50,6136.75,6108.25,6116.25
03/02/2025 20:00:00,6116.50,6127.75,6112.50,6126.25
03/02/2025 21:00:00,6126.25,6130.00,6120.75,6125.25
03/02/2025 22:00:00,6125.25,6126.75,6118.25,6125.75
03/02/2025 23:00:00,6126.00,6133.50,6125.25,6133.00
03/03/2025 00:00:00,6132.75,6140.75,6131.50,6138.25
03/03/2025 01:00:00,6138.25,6143.25,6132.50,6140.25
03/03/2025 02:00:00,6140.50,6141.75,6125.75,6132.25
03/03/2025 03:00:00,6132.25,6139.50,6116.75,6127.75
03/03/2025 04:00:00,6128.00,6143.75,6123.25,6143.25
03/03/2025 05:00:00,6143.00,6144.50,6135.75,6143.00
03/03/2025 06:00:00,6143.00,6150.25,6141.50,6149.25
03/03/2025 07:00:00,6149.50,6161.50,6147.50,6153.00
03/03/2025 08:00:00,6153.00,6154.25,6141.00,6146.50
03/03/2025 09:00:00,6146.25,6158.00,6108.75,6114.25
03/03/2025 10:00:00,6112.75,6135.50,6091.25,6108.50
03/03/2025 11:00:00,6108.25,6129.75,6095.25,6114.50
03/03/2025 12:00:00,6114.75,6126.75,6098.25,6104.50
03/03/2025 13:00:00,6104.25,6105.75,6058.25,6075.75
03/03/2025 14:00:00,6075.50,6090.50,6043.50,6044.50
03/03/2025 15:00:00,6044.75,6045.00,5982.75,6024.00
03/03/2025 16:00:00,6024.00,6037.50,6022.25,6036.00
03/03/2025 18:00:00,6036.00,6042.00,6028.75,6031.50
03/03/2025 19:00:00,6031.25,6040.75,6022.75,6038.25
03/03/2025 20:00:00,6038.25,6043.00,6020.50,6022.50
03/03/2025 21:00:00,6022.50,6034.50,6020.75,6032.00
03/03/2025 22:00:00,6032.00,6038.75,6027.75,6035.00
03/03/2025 23:00:00,6035.00,6039.00,6029.50,6031.00
03/04/2025 00:00:00,6031.25,6045.25,6020.00,6039.00
03/04/2025 01:00:00,6038.75,6042.50,6030.25,6039.00
03/04/2025 02:00:00,6039.25,6040.25,6020.75,6024.00
03/04/2025 03:00:00,6024.00,6039.50,6017.50,6029.00
03/04/2025 04:00:00,6028.50,6037.75,6021.25,6024.00
03/04/2025 05:00:00,6024.25,6027.00,6009.75,6016.75
03/04/2025 06:00:00,6016.50,6021.75,6008.25,6017.00
03/04/2025 07:00:00,6016.75,6016.75,5982.00,5984.75
03/04/2025 08:00:00,5985.00,5989.75,5972.75,5981.75
03/04/2025 09:00:00,5981.75,5996.50,5939.00,5940.50
03/04/2025 10:00:00,5940.50,5944.75,5904.75,5923.25
03/04/2025 11:00:00,5923.50,5948.25,5902.50,5942.25
03/04/2025 12:00:00,5942.50,5968.25,5935.75,5947.50
03/04/2025 13:00:00,5947.75,5991.25,5942.75,5985.50
03/04/2025 14:00:00,5985.25,6014.25,5984.50,6011.25
03/04/2025 15:00:00,6011.50,6036.75,5929.50,5951.50
03/04/2025 16:00:00,5951.50,6001.00,5951.00,5986.25
03/04/2025 18:00:00,5992.75,5999.00,5984.25,5995.00
03/04/2025 19:00:00,5995.25,5997.75,5975.75,5987.50
03/04/2025 20:00:00,5987.75,5990.00,5968.75,5981.00
03/04/2025 21:00:00,5980.75,5984.00,5968.75,5975.00
03/04/2025 22:00:00,5975.25,5993.00,5970.00,5989.50
03/04/2025 23:00:00,5989.25,5994.75,5986.00,5987.75
03/05/2025 00:00:00,5988.00,5990.00,5978.75,5987.75
03/05/2025 01:00:00,5988.00,5990.75,5979.50,5987.00
03/05/2025 02:00:00,5986.75,5993.50,5982.25,5983.00
03/05/2025 03:00:00,5983.25,5998.00,5978.25,5985.50
03/05/2025 04:00:00,5985.75,6005.25,5981.00,6000.75
03/05/2025 05:00:00,6000.75,6003.75,5983.75,5984.25
03/05/2025 06:00:00,5984.75,5986.25,5957.25,5970.50
03/05/2025 07:00:00,5970.75,5977.75,5958.50,5963.25
03/05/2025 08:00:00,5963.50,5974.50,5944.50,5949.50
03/05/2025 09:00:00,5949.75,5973.25,5931.25,5940.25
03/05/2025 10:00:00,5940.50,5977.50,5935.50,5950.50
03/05/2025 11:00:00,5950.25,5950.25,5911.75,5940.25
03/05/2025 12:00:00,5940.50,5990.75,5939.00,5989.00
03/05/2025 13:00:00,5989.00,5997.25,5958.50,5996.00
03/05/2025 14:00:00,5996.00,6025.00,5989.75,6012.25
03/05/2025 15:00:00,6012.25,6030.75,5995.25,6011.00
03/05/2025 16:00:00,6011.75,6013.25,6001.00,6006.50
03/05/2025 18:00:00,6006.50,6014.75,5999.75,6006.00
03/05/2025 19:00:00,6006.00,6011.50,5999.00,6001.00
03/05/2025 20:00:00,6001.00,6005.75,5999.50,6004.25
03/05/2025 21:00:00,6004.50,6007.75,6000.50,6001.75
03/05/2025 22:00:00,6001.75,6008.25,5999.50,6007.25
03/05/2025 23:00:00,6007.25,6011.50,6006.75,6010.00
03/06/2025 00:00:00,6010.00,6011.00,6003.75,6003.75
03/06/2025 01:00:00,6004.00,6010.50,6001.50,6009.25
03/06/2025 02:00:00,6009.50,6011.75,5985.00,5985.75
03/06/2025 03:00:00,5985.50,5991.50,5962.25,5965.00
03/06/2025 04:00:00,5964.75,5974.50,5947.25,5953.50
03/06/2025 05:00:00,5953.50,5958.75,5940.25,5942.75
03/06/2025 06:00:00,5942.50,5958.00,5936.50,5957.75
03/06/2025 07:00:00,5957.75,5958.75,5941.25,5945.75
03/06/2025 08:00:00,5946.00,5951.75,5930.00,5940.50
03/06/2025 09:00:00,5940.50,5949.50,5914.00,5924.50
03/06/2025 10:00:00,5924.50,5980.75,5920.50,5967.50
03/06/2025 11:00:00,5967.75,5982.25,5923.75,5925.00
03/06/2025 12:00:00,5925.00,5930.00,5889.75,5910.25
03/06/2025 13:00:00,5909.75,5921.25,5884.00,5901.00
03/06/2025 14:00:00,5901.00,5929.50,5881.00,5890.00
03/06/2025 15:00:00,5890.00,5922.75,5884.25,5908.75
03/06/2025 16:00:00,5908.75,5933.25,5905.25,5922.25
03/06/2025 18:00:00,5926.25,5930.75,5922.50,5926.00
03/06/2025 19:00:00,5926.00,5930.50,5917.50,5924.75
03/06/2025 20:00:00,5925.00,5935.50,5922.25,5929.75
03/06/2025 21:00:00,5929.75,5935.50,5924.00,5929.25
03/06/2025 22:00:00,5929.50,5930.25,5921.75,5922.00
03/06/2025 23:00:00,5922.00,5926.50,5918.50,5925.00
03/07/2025 00:00:00,5925.25,5925.75,5915.25,5918.00
03/07/2025 01:00:00,5918.25,5919.00,5911.00,5913.25
03/07/2025 02:00:00,5913.00,5925.50,5911.50,5923.25
03/07/2025 03:00:00,5923.50,5927.50,5915.00,5921.00
03/07/2025 04:00:00,5921.00,5934.00,5919.25,5929.00
03/07/2025 05:00:00,5929.00,5929.50,5917.50,5924.00
03/07/2025 06:00:00,5924.50,5930.25,5919.00,5926.25
03/07/2025 07:00:00,5926.25,5926.75,5906.75,5912.50
03/07/2025 08:00:00,5912.25,5947.75,5890.50,5895.50
03/07/2025 09:00:00,5895.25,5939.00,5882.00,5917.50
03/07/2025 10:00:00,5917.50,5928.75,5862.25,5887.00
03/07/2025 11:00:00,5887.00,5890.75,5834.00,5848.75
03/07/2025 12:00:00,5849.00,5908.75,5835.25,5879.25
03/07/2025 13:00:00,5879.50,5931.00,5878.75,5930.50
03/07/2025 14:00:00,5930.75,5951.25,5919.25,5930.00
03/07/2025 15:00:00,5929.75,5952.25,5906.00,5936.50
03/07/2025 16:00:00,5936.25,5938.00,5921.25,5933.50
03/08/2025 21:00:00,5933.50,5933.50,5933.50,5933.50
03/09/2025 14:00:00,5933.50,5933.50,5933.50,5933.50
03/09/2025 18:00:00,5914.75,5915.75,5884.00,5888.75
03/09/2025 19:00:00,5889.00,5899.00,5871.25,5894.25
03/09/2025 20:00:00,5894.25,5900.75,5887.00,5899.50
03/09/2025 21:00:00,5899.50,5913.75,5898.75,5913.00
03/09/2025 22:00:00,5912.75,5916.50,5908.50,5913.50
03/09/2025 23:00:00,5913.25,5915.75,5905.25,5911.75
03/10/2025 00:00:00,5911.50,5918.25,5906.00,5906.50
03/10/2025 01:00:00,5906.75,5913.75,5902.25,5904.75
03/10/2025 02:00:00,5904.75,5913.00,5904.75,5909.00
03/10/2025 03:00:00,5909.25,5915.00,5903.00,5904.00
03/10/2025 04:00:00,5904.50,5909.25,5863.25,5866.75
03/10/2025 05:00:00,5866.50,5892.50,5863.75,5879.75
03/10/2025 06:00:00,5880.00,5886.00,5866.75,5869.75
03/10/2025 07:00:00,5870.00,5884.00,5862.50,5867.50
03/10/2025 08:00:00,5867.75,5868.50,5848.25,5862.00
03/10/2025 09:00:00,5862.25,5872.50,5840.00,5850.25
03/10/2025 10:00:00,5850.50,5850.50,5807.25,5816.25
03/10/2025 11:00:00,5816.00,5843.00,5812.50,5815.00
03/10/2025 12:00:00,5814.75,5828.00,5801.00,5807.00
03/10/2025 13:00:00,5806.75,5808.50,5777.50,5780.75
03/10/2025 14:00:00,5780.75,5792.00,5747.50,5749.75
03/10/2025 15:00:00,5749.50,5802.00,5732.25,5785.00
03/10/2025 16:00:00,5784.75,5792.50,5774.75,5790.25
03/10/2025 18:00:00,5785.75,5786.75,5766.25,5772.25
03/10/2025 19:00:00,5772.25,5776.50,5744.25,5763.00
03/10/2025 20:00:00,5763.25,5768.50,5719.50,5734.50
03/10/2025 21:00:00,5734.25,5750.50,5718.75,5747.50
03/10/2025 22:00:00,5747.50,5781.75,5745.50,5774.75
03/10/2025 23:00:00,5774.25,5798.75,5774.25,5785.25
03/11/2025 00:00:00,5785.00,5798.75,5780.50,5791.50
03/11/2025 01:00:00,5791.50,5797.75,5786.50,5794.50
03/11/2025 02:00:00,5794.25,5800.00,5788.75,5791.00
03/11/2025 03:00:00,5790.75,5797.75,5776.75,5794.75
03/11/2025 04:00:00,5794.75,5805.25,5790.25,5804.75
03/11/2025 05:00:00,5804.75,5808.00,5798.50,5801.75
03/11/2025 06:00:00,5801.50,5805.75,5793.00,5800.50
03/11/2025 07:00:00,5800.50,5812.25,5788.00,5812.00
03/11/2025 08:00:00,5811.75,5812.50,5777.00,5780.25
03/11/2025 09:00:00,5780.50,5793.50,5759.00,5774.00
03/11/2025 10:00:00,5773.50,5797.00,5716.00,5723.50
03/11/2025 11:00:00,5723.50,5777.00,5717.25,5747.25
03/11/2025 12:00:00,5747.25,5752.25,5710.75,5718.25
03/11/2025 13:00:00,5718.25,5729.50,5695.50,5718.25
03/11/2025 14:00:00,5718.50,5804.50,5716.50,5791.00
03/11/2025 15:00:00,5791.25,5802.50,5736.00,5736.75
03/11/2025 16:00:00,5736.75,5750.50,5733.75,5737.75
03/11/2025 18:00:00,5740.50,5755.75,5736.00,5752.50
03/11/2025 19:00:00,5752.75,5754.50,5743.25,5754.50
03/11/2025 20:00:00,5754.50,5759.50,5746.75,5753.25
03/11/2025 21:00:00,5753.25,5756.75,5746.25,5754.50
03/11/2025 22:00:00,5754.75,5759.75,5750.50,5751.75
03/11/2025 23:00:00,5752.00,5754.00,5746.00,5750.00
03/12/2025 00:00:00,5750.00,5756.75,5747.75,5752.00
03/12/2025 01:00:00,5751.75,5758.75,5750.50,5758.25
03/12/2025 02:00:00,5758.25,5758.25,5739.75,5743.25
03/12/2025 03:00:00,5743.25,5758.25,5738.50,5757.25
03/12/2025 04:00:00,5757.25,5774.00,5747.00,5772.25
03/12/2025 05:00:00,5772.00,5777.00,5768.00,5776.50
03/12/2025 06:00:00,5776.50,5778.25,5766.50,5774.75
03/12/2025 07:00:00,5774.50,5788.50,5774.00,5782.75
03/12/2025 08:00:00,5782.75,5835.50,5777.50,5804.75
03/12/2025 09:00:00,5804.75,5807.25,5758.00,5769.50
03/12/2025 10:00:00,5769.25,5780.50,5729.25,5730.75
03/12/2025 11:00:00,5730.50,5767.00,5711.25,5766.00
03/12/2025 12:00:00,5766.00,5787.50,5757.00,5765.25
03/12/2025 13:00:00,5765.50,5792.75,5753.75,5754.75
03/12/2025 14:00:00,5755.00,5794.00,5752.50,5787.25
03/12/2025 15:00:00,5786.75,5787.00,5756.25,5764.00
03/12/2025 16:00:00,5764.00,5765.25,5755.75,5758.75
03/12/2025 18:00:00,5759.00,5772.00,5756.25,5770.00
03/12/2025 19:00:00,5770.25,5782.50,5769.50,5781.75
03/12/2025 20:00:00,5781.50,5784.00,5771.00,5772.00
03/12/2025 21:00:00,5771.75,5774.50,5764.75,5773.25
03/12/2025 22:00:00,5773.00,5774.25,5763.50,5764.25
03/12/2025 23:00:00,5764.25,5764.75,5747.25,5749.25
03/13/2025 00:00:00,5749.25,5754.50,5738.00,5741.50
03/13/2025 01:00:00,5741.50,5745.50,5732.00,5738.75
03/13/2025 02:00:00,5738.75,5746.00,5724.00,5743.00
03/13/2025 03:00:00,5743.00,5746.25,5725.00,5728.25
03/13/2025 04:00:00,5728.00,5741.50,5720.25,5741.00
03/13/2025 05:00:00,5741.00,5766.50,5733.25,5765.50
03/13/2025 06:00:00,5765.50,5770.75,5756.25,5760.75
03/13/2025 07:00:00,5760.75,5763.75,5741.00,5751.75
03/13/2025 08:00:00,5751.50,5765.50,5736.25,5755.75
03/13/2025 09:00:00,5755.75,5766.00,5718.25,5724.00
03/13/2025 10:00:00,5724.00,5764.75,5717.25,5733.75
03/13/2025 11:00:00,5733.75,5743.50,5697.00,5698.50
03/13/2025 12:00:00,5698.75,5719.75,5687.00,5700.00
03/13/2025 13:00:00,5699.75,5707.25,5670.25,5674.50
03/13/2025 14:00:00,5674.25,5716.50,5673.00,5713.00
03/13/2025 15:00:00,5712.75,5719.75,5675.00,5688.75
03/13/2025 16:00:00,5689.00,5705.75,5687.75,5699.00
03/13/2025 18:00:00,5700.50,5718.00,5699.75,5713.50
03/13/2025 19:00:00,5713.50,5719.50,5711.00,5713.75
03/13/2025 20:00:00,5714.00,5728.00,5708.25,5722.50
03/13/2025 21:00:00,5722.75,5729.50,5719.75,5722.75
03/13/2025 22:00:00,5722.50,5730.75,5722.25,5729.25
03/13/2025 23:00:00,5729.25,5733.25,5728.50,5731.00
03/14/2025 00:00:00,5730.75,5732.00,5726.50,5730.00
03/14/2025 01:00:00,5729.75,5733.75,5722.25,5723.50
03/14/2025 02:00:00,5723.50,5726.00,5717.25,5724.00
03/14/2025 03:00:00,5723.75,5725.00,5714.00,5718.00
03/14/2025 04:00:00,5718.25,5732.75,5714.00,5728.25
03/14/2025 05:00:00,5728.50,5734.75,5727.50,5730.00
03/14/2025 06:00:00,5730.50,5740.00,5719.75,5734.25
03/14/2025 07:00:00,5734.25,5740.50,5725.50,5736.50
03/14/2025 08:00:00,5736.75,5749.00,5734.75,5742.75
03/14/2025 09:00:00,5742.50,5768.75,5729.50,5756.50
03/14/2025 10:00:00,5756.25,5774.75,5724.50,5774.75
03/14/2025 11:00:00,5774.50,5796.25,5771.00,5793.00
03/14/2025 12:00:00,5793.25,5796.25,5771.75,5792.75
03/14/2025 13:00:00,5792.50,5799.75,5776.50,5777.75
03/14/2025 14:00:00,5778.25,5796.75,5773.75,5789.50
03/14/2025 15:00:00,5789.50,5810.00,5785.00,5798.50
03/14/2025 16:00:00,5798.75,5799.00,5782.50,5790.50
03/15/2025 12:00:00,5790.50,5790.50,5790.50,5790.50
03/15/2025 16:00:00,5790.50,5790.50,5790.50,5790.50
03/16/2025 04:00:00,5790.50,5790.50,5790.50,5790.50
03/16/2025 14:00:00,5790.50,5790.50,5790.50,5790.50
03/16/2025 18:00:00,5788.00,5793.25,5765.25,5768.00
03/16/2025 19:00:00,5768.25,5775.25,5763.25,5769.50
03/16/2025 20:00:00,5769.50,5778.25,5766.00,5774.50
03/16/2025 21:00:00,5774.25,5779.00,5773.00,5775.25
03/16/2025 22:00:00,5775.25,5776.00,5770.25,5771.75
03/16/2025 23:00:00,5771.50,5773.00,5768.00,5770.25
03/17/2025 00:00:00,5771.00,5774.75,5770.00,5772.00
03/17/2025 01:00:00,5772.00,5773.75,5770.50,5771.50
03/17/2025 02:00:00,5771.25,5772.75,5763.25,5767.25
03/17/2025 03:00:00,5767.50,5771.25,5760.75,5771.00
03/17/2025 04:00:00,5771.25,5777.00,5764.75,5775.00
03/17/2025 05:00:00,5775.00,5779.75,5772.25,5776.00
03/17/2025 06:00:00,5776.00,5791.00,5774.25,5789.75
03/17/2025 07:00:00,5789.50,5796.75,5786.00,5786.25
03/17/2025 08:00:00,5786.25,5810.75,5777.00,5803.50
03/17/2025 09:00:00,5803.25,5835.75,5793.25,5828.50
03/17/2025 10:00:00,5828.75,5834.50,5808.25,5811.50
03/17/2025 11:00:00,5811.50,5824.00,5799.25,5809.75
03/17/2025 12:00:00,5809.75,5824.50,5804.25,5817.50
03/17/2025 13:00:00,5817.00,5845.75,5810.50,5843.00
03/17/2025 14:00:00,5843.00,5869.25,5842.75,5864.00
03/17/2025 15:00:00,5864.00,5865.25,5840.00,5842.25
03/17/2025 16:00:00,5842.25,5843.75,5835.00,5841.75
03/17/2025 17:00:00,5841.75,5841.75,5841.75,5841.75
03/17/2025 18:00:00,5841.50,5847.50,5839.50,5847.00
03/17/2025 19:00:00,5846.75,5847.25,5839.75,5841.00
03/17/2025 20:00:00,5841.25,5843.00,5834.00,5837.00
03/17/2025 21:00:00,5836.75,5839.50,5826.00,5827.00
03/17/2025 22:00:00,5827.00,5829.75,5825.75,5828.50
03/17/2025 23:00:00,5828.25,5829.00,5821.00,5822.25
03/18/2025 00:00:00,5822.00,5825.50,5817.25,5819.75
03/18/2025 01:00:00,5819.50,5824.00,5819.25,5823.25
03/18/2025 02:00:00,5823.25,5830.25,5821.50,5828.75
03/18/2025 03:00:00,5829.00,5833.00,5826.00,5829.75
03/18/2025 04:00:00,5830.00,5845.25,5827.25,5841.50
03/18/2025 05:00:00,5841.75,5844.75,5832.50,5833.25
03/18/2025 06:00:00,5833.00,5833.50,5814.50,5829.25
03/18/2025 07:00:00,5829.50,5834.50,5818.50,5831.50
03/18/2025 08:00:00,5831.50,5832.00,5814.75,5815.75
03/18/2025 09:00:00,5816.00,5821.00,5776.25,5777.75
03/18/2025 10:00:00,5778.00,5790.75,5771.25,5777.50
03/18/2025 11:00:00,5777.75,5779.50,5760.50,5765.75
03/18/2025 12:00:00,5766.00,5788.25,5762.75,5778.00
03/18/2025 13:00:00,5778.25,5785.25,5761.50,5778.00
03/18/2025 14:00:00,5778.00,5792.00,5766.75,5783.75
03/18/2025 15:00:00,5783.50,5787.25,5768.50,5780.25
03/18/2025 16:00:00,5780.25,5788.25,5777.75,5779.00
03/18/2025 18:00:00,5779.25,5783.00,5770.25,5780.25
03/18/2025 19:00:00,5780.00,5783.00,5776.50,5782.00
03/18/2025 20:00:00,5782.25,5799.00,5781.00,5795.50
03/18/2025 21:00:00,5795.50,5796.50,5790.00,5791.50
03/18/2025 22:00:00,5791.75,5794.50,5789.00,5789.00
03/18/2025 23:00:00,5789.25,5792.25,5788.00,5790.25
03/19/2025 00:00:00,5790.25,5790.75,5784.00,5785.50
03/19/2025 01:00:00,5785.50,5791.00,5782.75,5785.75
03/19/2025 02:00:00,5786.00,5786.25,5780.50,5785.50
03/19/2025 03:00:00,5785.50,5785.50,5767.00,5771.25
03/19/2025 04:00:00,5771.25,5788.75,5770.75,5782.75
03/19/2025 05:00:00,5782.75,5793.75,5777.50,5792.50
03/19/2025 06:00:00,5792.25,5797.25,5789.50,5792.25
03/19/2025 07:00:00,5792.00,5798.00,5787.75,5793.75
03/19/2025 08:00:00,5793.75,5796.50,5784.75,5790.00
03/19/2025 09:00:00,5790.00,5814.00,5785.25,5809.00
03/19/2025 10:00:00,5809.00,5823.25,5802.25,5804.50
03/19/2025 11:00:00,5804.25,5833.00,5802.75,5827.50
03/19/2025 12:00:00,5827.50,5831.75,5815.75,5819.00
03/19/2025 13:00:00,5819.00,5821.25,5795.75,5802.50
03/19/2025 14:00:00,5800.25,5855.25,5790.50,5852.25
03/19/2025 15:00:00,5852.00,5880.00,5835.50,5840.00
03/19/2025 16:00:00,5840.00,5846.50,5838.75,5839.25
03/19/2025 18:00:00,5842.75,5857.25,5839.25,5853.50
03/19/2025 19:00:00,5853.25,5858.00,5851.25,5857.25
03/19/2025 20:00:00,5857.00,5862.25,5853.00,5860.75
03/19/2025 21:00:00,5860.50,5862.25,5855.50,5856.25
03/19/2025 22:00:00,5856.50,5864.50,5856.00,5862.75
03/19/2025 23:00:00,5863.00,5869.50,5863.00,5866.50
03/20/2025 00:00:00,5866.25,5868.25,5863.75,5865.50
03/20/2025 01:00:00,5865.50,5868.00,5863.75,5867.50
03/20/2025 02:00:00,5867.25,5868.25,5859.50,5860.50
03/20/2025 03:00:00,5860.75,5865.75,5858.25,5859.00
03/20/2025 04:00:00,5859.25,5867.50,5858.75,5863.25
03/20/2025 05:00:00,5863.50,5864.00,5835.75,5839.25
03/20/2025 06:00:00,5839.50,5840.00,5792.00,5810.50
